tweet_id,user_id,user_name,created_at,full_text,retweets,favorite
1332004596596703232,1281890679052857346,ShrutiJ87241031,Thu Nov 26 16:53:37 +0000 2020,"Day 10:  #66daysofdata
-  completed the Titanic notebook in kaggle through intro to ML micro course in kaggle",0,1
1332002607221575686,1181293504615587840,hotmerchs,Thu Nov 26 16:45:43 +0000 2020,"Order yours now. 
https://t.co/0xlsaWK5DI

#DataScience, #BlackFriday #BigData #100DaysOfCode #66daysofdata #DataAnalytics #MachineLearning #DeepLearning #AI #Coding  #Analytics #Dataviz #Python #100DaysOfCode https://t.co/DZ2WTdboHq",2,2
1332001999529930753,1181293504615587840,hotmerchs,Thu Nov 26 16:43:18 +0000 2020,"Hello data science professionals, get yours now! 
https://t.co/0xlsaWK5DI

#DataScience, #BlackFriday #BigData #100DaysOfCode #66daysofdata #DataAnalytics #MachineLearning #DeepLearning #AI #Coding  #Analytics #Dataviz #Python #100DaysOfCode https://t.co/2ETlAffYzg",3,3
1331994132869308417,1319794636915761152,kenwongkaien,Thu Nov 26 16:12:03 +0000 2020,"Day 30 of #66daysofdata:
Reviewed the concept of mean in statistics.",0,1
1331988571801092098,1300541186864590848,trainandtest,Thu Nov 26 15:49:57 +0000 2020,"Here’s what I’ve been working on for the past two days
#TimeSeries analysis using #AutoArima in #Python for #Stock  prices of Yes Bank Ltd.

Do review and Upvote, if you like it! 

#100DaysOfCode #100DaysOfMLCode #kaggle #66daysofdata #MachineLearning 

https://t.co/f5qXKZ4gyP",4,3
1331985506289152002,1453368613,VivanVatsa,Thu Nov 26 15:37:46 +0000 2020,"from data to data pronounciation..... you grew up.

or not?

#Python #66daysofdata #programmer #dataviz #DataScience #bigdata #100DaysOfCode #DEVCommunity",0,1
1331969176324304897,1310565371389177858,R1SE_823,Thu Nov 26 14:32:53 +0000 2020,"Day 35 of #66daysofdata 
- Continued week 8 of ML by Andrew Ng
- practiced python in Hackerank",0,1
1331949694373662720,209191879,bhatnagarkush,Thu Nov 26 13:15:28 +0000 2020,"Day-3 to Day-9 : Learn about FAST  API library , created dummy APIs and trying to implement in data science project.

Checking intro videos of  deep learning courses.
#66daysofdata #BetterLateThanNever",2,0
1331941054833065984,1701937670,kkccookkiiee,Thu Nov 26 12:41:08 +0000 2020,"#66daysofdata #day2
Today I learned
- connect Python and database using SQLite3 library on Codecademy
- gradient descent for logistic regression on Coursera",0,1
1331913577280667648,2588345408,paulr_rohan,Thu Nov 26 10:51:57 +0000 2020,"Feeling #Thankful and humbled to reach 700 followers in #medium #Blog 

https://t.co/vf7QS4dTiT

#MachineLearning #DataScience #Python #100DaysOfMLCode #66Daysofdata #blogging #Bloggers #Blog https://t.co/UpEBt4HOj1",0,1
