tweet_id,user_id,user_name,created_at,full_text,retweets,favorite
1329533519811506176,1327737682164846592,aysnrdurak,Thu Nov 19 21:14:27 +0000 2020,Day 3 of #66DaysOfData today ı continue the tensorflow course and totally ı watch 20 videos. I think this course will end tomorrow,0,0
1329506713318215680,1320782511748927489,NoahHorsleyDS,Thu Nov 19 19:27:56 +0000 2020,"I'm working on a predictive model that, given the right combination of parameter values, can produce an exponentially large target value. The features themselves are uniformly distributed. So far, it has been challenging to greatly reduce MSE or even MAE.

Day 22 of #66daysofdata https://t.co/f5pHdBNi5l",0,0
1329500213640384514,1308392951949725697,chanmantweeter,Thu Nov 19 19:02:06 +0000 2020,Day 2 of #66daysofdata - more @tableaupublic learning on @365datascience - learning about joins and blending data. There really is no substitute for following along in your own workbook whilst watching the videos! Also refreshed myself on the @pandas_dev micro-course on @kaggle,0,0
1329498895303413761,959045924705026048,bhuvane73039768,Thu Nov 19 18:56:52 +0000 2020,Day 5 of  #66daysofdata I learnt two interesting things today-A. How to replace 2 NAs in the same column with 2 different values. B. “How outliers helped defeat Cholera”- podcast by linear digression in Spotify,0,0
1329492938158587908,1319794636915761152,kenwongkaien,Thu Nov 19 18:33:11 +0000 2020,"Day 26 of #66daysofdata:
Learned the concept of LSTM networks.
https://t.co/FGaX2oC4JR",0,1
1329492171712434177,3035877464,amansharma2910,Thu Nov 19 18:30:09 +0000 2020,"Day 9 of #66daysofdata:

Learned face detection and face recog using @opencvlibrary. Then read a bit about neural style transfer and other DL stuff.

Tomorrow will be book-reading day. Gotta prepare for a book club meeting that I'll be heading.

#DeveloperStudentClubs #BookClub",0,1
1329477982558236673,1258031380136509441,thatshutterboi,Thu Nov 19 17:33:46 +0000 2020,"Day 5 of #66daysofdata and today I made a Classifier that can classify a patient having Pneumonia or not by looking at the chest X-ray. It was fun to do and helped me a lot in practicing the @TensorFlow concepts that I had learnt.
#DeepLearning #TensorFlow #Data #MachineLearning",0,2
1329467527798218752,1281890679052857346,ShrutiJ87241031,Thu Nov 19 16:52:13 +0000 2020,"Great initiative by @KenJee_DS
 for upskilling your knowledge 
  Day 4: #66daysofdata 
 - Cross join 
- Joining two table using Join
- Tip and trick of using Join",0,2
1329462734497349632,285723440,geekanvesh,Thu Nov 19 16:33:10 +0000 2020,"Day 66 of #66daysofdata 
Completed @kaggle #MachineLearning 
Thanks @KenJee_DS for sharing the idea of building #Data habit and networking with like minded folks on the path
#StillSoMuchToLearn",1,3
1329430539082862597,264448841,Studawsonstats,Thu Nov 19 14:25:14 +0000 2020,Learning about @ThePSF on @superdatasci for day 24 of #66daysofdata,0,0
1329336155196669952,1244281058255704070,ShibiAkino,Thu Nov 19 08:10:11 +0000 2020,"Day 4 of my #66daysofdata 
Doing a back track of my Data Structure and Algo class. This is way much better than the ""throwback thursday photo"" thing. I am on my Traversal and Insertion class. To become a Data Scientist, it is good to understand how data are being allocated 😁😌",0,2
1329323088023089154,1295257646426214402,innovatesystem1,Thu Nov 19 07:18:16 +0000 2020,"Programing languages!
Comment with more languages below 😊

Learn about these languages at https://t.co/T0lWreaFHO

#100DaysOfCode #programing #coding #python #datascience #javascript #66daysofdata #WomenWhoCode #AI #ML #iNovatesystems #Fleets #honktwtselfieday #kimberlyloaiza https://t.co/Xr0HC1oe6A",35,8
1329287923875803137,2212129783,sam_jwalsh,Thu Nov 19 04:58:32 +0000 2020,"#66daysofdata 
Day 2:
-Finished part 1 of 5 in my SQL course
-Learned more in depth about bias/variance tradeoff in my Econometrics class",0,0
1329286482029252608,1281890679052857346,ShrutiJ87241031,Thu Nov 19 04:52:48 +0000 2020,"Forgot to post about my yesterday's update on #66daysofdata so here it is
Day 3:  using WHERE  and JOIN clause together .
(Busy day but  can take few minutes to learn something new 🤭🙂",0,2
1329285625472815104,2771098682,pigglymichele,Thu Nov 19 04:49:24 +0000 2020,"DAY 29 of #66daysofdata 

🤭 finally finished unit 3 of tableau. Learned to build bar in bar charts, bullet graphs and did practice problems for the entire unit. 

😭 someone told me he finished the tableau course in a week and here I am only half way done 

#tableau",1,0
1329272819285331968,45938414,KiInoue,Thu Nov 19 03:58:31 +0000 2020,"Day31 of #66DaysOfData: is there a more robust package than the libraries that comprise Tidyverse?  Still trying to get used to magrittr and pipe, %&gt;% operators. R",0,0
1329268654349955074,1316026606880604161,isaac_sarver,Thu Nov 19 03:41:58 +0000 2020,Day 34 of #66daysofdata: Reading sentiment analysis notebooks on Kaggle!,0,1
1329244942447861762,1332613548,imkeller_5,Thu Nov 19 02:07:45 +0000 2020,Day 30 of #66daysofdata! Kinda got lost in time. So I just read in the data-8 book and finished it. But don't feel that I take too much from just reading because I always try to get through by speeding up without really reading.,0,0
1329218347427385347,1301248170022838274,hannahleblancm,Thu Nov 19 00:22:04 +0000 2020,Day 35 / #66daysofdata I'm attending @reworkAI 's Women in AI virtual evening,0,1
1329213808984907776,2214590456,__peagah,Thu Nov 19 00:04:02 +0000 2020,"Day 37. A bit more of hands-on on AWS.

#66DaysOfData @KenJee_DS",0,1
1329210056919937036,1327737682164846592,aysnrdurak,Wed Nov 18 23:49:07 +0000 2020,Day 2 of #66DaysOfData today I continue the course i started yesterday. I installed tensorflow and i train my first tensorflow model :). Still i hope the course will end in the next two days.,0,0
